"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Neuharlingersiel","Niedersachsen","Neuharlingersiel, Niedersachsen","(NI)",7,12.2,4.50682222222222,0,0.9
"Kassel","Hessen","Kassel, Hessen","(HE)",8.6,20.2,10.0475305555556,1,0
"Friedrichshafen","Baden-Württemberg","Friedrichshafen, Baden-Württemberg","(BW)",8.4,17.9,10.5426111111111,1,0
"Mainz","Rheinland-Pfalz","Mainz, Rheinland-Pfalz","(RP)",8,19.3,10.825,1,0
"Helgoland","Schleswig-Holstein","Helgoland, Schleswig-Holstein","(SH)",6.2,5.6,2.69682222222222,0,1.2
"Mannheim","Baden-Württemberg","Mannheim, Baden-Württemberg","(BW)",8.2,19,10.49935,1,0
"Überlingen","Baden-Württemberg","Überlingen, Baden-Württemberg","(BW)",8.4,17.3,10.5961722222222,1,0
"Bansin","Mecklenburg-Vorpommern","Bansin, Mecklenburg-Vorpommern","(MV)",8.2,14.5,9.70239166666667,1,0
"Bensersiel","Niedersachsen","Bensersiel, Niedersachsen","(NI)",6.8,9.9,8.73477777777778,0,2.2
"Bonn","Nordrhein-Westfalen","Bonn, Nordrhein-Westfalen","(NW)",3.4,6.6,0,0,3.8
"Karlsruhe","Baden-Württemberg","Karlsruhe, Baden-Württemberg","(BW)",8.4,20,10.5039472222222,1,0
"Aachen","Nordrhein-Westfalen","Aachen, Nordrhein-Westfalen","(NW)",4.4,5.7,0,0,6.4
"Passau","Bayern","Passau, Bayern","(BY)",8.8,17.4,10.6521555555556,1,0
"Flensburg","Schleswig-Holstein","Flensburg, Schleswig-Holstein","(SH)",5.8,8.1,0.910319444444444,0,0.3
"Wiesbaden","Hessen","Wiesbaden, Hessen","(HE)",7.8,17.2,10.7830722222222,1,0
"Quedlinburg","Sachsen-Anhalt","Quedlinburg, Sachsen-Anhalt","(ST)",8.6,18.7,10.4804694444444,1,0
"Magdeburg","Sachsen-Anhalt","Magdeburg, Sachsen-Anhalt","(ST)",8.8,19.9,10.2742083333333,1,0
"Bad Reichenhall","Bayern","Bad Reichenhall, Bayern","(BY)",8.6,17.2,10.7064305555556,1,0
"Goslar","Niedersachsen","Goslar, Niedersachsen","(NI)",8.6,20.2,10.2688333333333,1,0
"Prerow","Mecklenburg-Vorpommern","Prerow, Mecklenburg-Vorpommern","(MV)",7.6,14,5.68509722222222,1,0
"Baden-Baden","Baden-Württemberg","Baden-Baden, Baden-Württemberg","(BW)",8.2,19.4,10.8773611111111,1,0
"Augsburg","Bayern","Augsburg, Bayern","(BY)",8.4,17.2,10.7913222222222,1,0
