"Ort","Bundesland","Bezeichnung","Kürzel","Score","Ø Höchst&shy;temperatur","Ø Sonnen&shy;stunden pro Tag","Tage ohne Niederschlag","Gesamtnieder&shy;schlag in mm"
"Bad Saarow","Brandenburg","Bad Saarow, Brandenburg","(BB)",7.08571428571429,2.17142857142857,4.69435992063492,6,1.5
"Burg (Spreewald)","Brandenburg","Burg (Spreewald), Brandenburg","(BB)",7.05714285714286,2.41428571428571,4.95977063492063,6,2.3
"Oldenburg","Niedersachsen","Oldenburg, Niedersachsen","(NI)",7.05714285714286,3.02857142857143,4.56377182539683,6,1.5
"Duisburg","Nordrhein-Westfalen","Duisburg, Nordrhein-Westfalen","(NW)",6.01428571428571,5.05714285714286,3.17078214285714,3,9.3
"Sassnitz","Mecklenburg-Vorpommern","Sassnitz, Mecklenburg-Vorpommern","(MV)",7.2,3.18571428571429,4.39981825396825,5,1.9
"Greifswald","Mecklenburg-Vorpommern","Greifswald, Mecklenburg-Vorpommern","(MV)",7.42857142857143,2.15714285714286,5.2737626984127,5,1.1
"Heiligendamm","Mecklenburg-Vorpommern","Heiligendamm, Mecklenburg-Vorpommern","(MV)",7.37142857142857,3.8,4.99898650793651,6,0.3
"Kappeln","Schleswig-Holstein","Kappeln, Schleswig-Holstein","(SH)",6.97142857142857,3.25714285714286,3.87816309523809,5,1.2
"Norden","Niedersachsen","Norden, Niedersachsen","(NI)",6.68571428571429,4.9,4.79070317460317,1,13.8
"Rüdesheim am Rhein","Hessen","Rüdesheim am Rhein, Hessen","(HE)",6.28571428571429,2.74285714285714,4.87957023809524,5,4
"Dießen am Ammersee","Bayern","Dießen am Ammersee, Bayern","(BY)",5.65714285714286,1.35714285714286,3.21861666666667,2,27.7
"Halle an der Saale","Sachsen-Anhalt","Halle an der Saale, Sachsen-Anhalt","(ST)",7.08571428571429,1.95714285714286,4.48378928571429,4,1.8
"Schluchsee","Baden-Württemberg","Schluchsee, Baden-Württemberg","(BW)",3.98571428571429,-0.257142857142857,4.46384523809524,2,11.6
"Darmstadt","Hessen","Darmstadt, Hessen","(HE)",6.37142857142857,3.62857142857143,4.4383876984127,4,3.7
"Saarbrücken","Saarland","Saarbrücken, Saarland","(SL)",5.8,3.92857142857143,3.51702738095238,4,6.2
"Rosenheim","Bayern","Rosenheim, Bayern","(BY)",5.45714285714286,1.04285714285714,3.29422658730159,2,10.2
"Celle","Niedersachsen","Celle, Niedersachsen","(NI)",7,1.82857142857143,4.85985198412698,6,2.3
"Speyer","Rheinland-Pfalz","Speyer, Rheinland-Pfalz","(RP)",6.77142857142857,4.22857142857143,4.87481547619048,4,1.5
"Traben-Trarbach","Rheinland-Pfalz","Traben-Trarbach, Rheinland-Pfalz","(RP)",5.74285714285714,4.38571428571429,2.38918452380952,3,6.8
"Horumersiel","Niedersachsen","Horumersiel, Niedersachsen","(NI)",6.8,4.11428571428571,3.55773571428571,4,1.7
"Bad Kissingen","Bayern","Bad Kissingen, Bayern","(BY)",5.97142857142857,2.1,4.21929523809524,5,5.5
"Bodenmais","Bayern","Bodenmais, Bayern","(BY)",5.7,0.842857142857143,5.72542976190476,5,22.9
"Braunlage","Niedersachsen","Braunlage, Niedersachsen","(NI)",5.68571428571429,0.371428571428571,4.41173412698413,4,10.1
"Herrsching am Ammersee","Bayern","Herrsching am Ammersee, Bayern","(BY)",5.05714285714286,1.52857142857143,3.27613253968254,3,26.8
"Kempten (Allgäu)","Bayern","Kempten (Allgäu), Bayern","(BY)",4.85714285714286,0.828571428571429,3.3593619047619,2,34.4
"Wyk auf Föhr","Schleswig-Holstein","Wyk auf Föhr, Schleswig-Holstein","(SH)",6.48571428571429,5.85714285714286,3.45689365079365,2,5.1
"Wuppertal","Nordrhein-Westfalen","Wuppertal, Nordrhein-Westfalen","(NW)",5.42857142857143,3.77142857142857,2.36041349206349,3,10.2
"Leiwen","Rheinland-Pfalz","Leiwen, Rheinland-Pfalz","(RP)",5.62857142857143,4.57142857142857,2.37603253968254,2,9.4
"Bayreuth","Bayern","Bayreuth, Bayern","(BY)",6,1.54285714285714,4.23655793650794,4,2.5
"Rheinsberg","Brandenburg","Rheinsberg, Brandenburg","(BB)",7,1.52857142857143,4.6872369047619,5,0.7
"Ingolstadt","Bayern","Ingolstadt, Bayern","(BY)",5.92857142857143,1.5,5.50364444444444,3,18.7
